ServiceID,ResponseTime(ms),Availability(%),ReliabilityScore,Usability(%),Credibility(%),Certification,CostSatisfaction(%),Prestige(1-5),Security(%),TrustIndex
S1,609,98.38,0.84,73.5,80.23,1,70.92,5,90.64,0.4941
S1,572,99.31,0.842,84.49,92.17,1,59.92,4,97.12,0.5715
S1,198,98.77,0.962,73.66,94.07,1,82.23,2,84.4,0.8203
S1,252,97.93,0.894,78.56,93.43,1,76.7,1,92.84,0.6642
S1,960,99.98,0.983,94.14,72.43,1,50.16,5,82.77,0.3022
S1,995,97.11,0.954,76.62,93.12,1,70.09,5,80.84,0.3279
S1,977,97.49,0.947,93.62,72.45,0,91.4,4,80.08,0.298
S1,437,99.68,0.82,98.41,99.61,1,62.96,4,92.36,0.6182
S1,805,97.18,0.807,76.65,81.11,1,98.0,2,80.24,0.4372
S1,921,99.66,0.863,95.1,90.8,1,93.23,5,73.8,0.4267
S1,262,99.15,0.843,72.16,84.54,1,68.54,5,86.27,0.7005
S1,819,97.11,0.942,60.11,77.22,1,70.06,5,99.75,0.4461
S1,780,98.29,0.89,63.38,88.33,0,72.62,5,89.3,0.3944
S1,260,99.26,0.905,89.48,70.48,1,81.86,4,93.7,0.7622
S1,679,98.75,0.963,64.01,85.15,1,66.39,4,88.85,0.4404
S1,900,99.81,0.896,97.57,71.17,1,50.05,4,88.88,0.1997
S1,497,99.6,0.909,94.66,87.03,1,71.83,5,91.8,0.6696
S1,376,98.0,0.968,80.59,83.72,0,74.74,5,77.76,0.6204
S1,915,97.25,0.886,83.26,96.84,1,85.47,5,86.63,0.3658
S1,603,99.83,0.817,87.77,98.98,1,50.91,1,90.19,0.4437
S1,995,98.55,0.904,89.26,89.53,0,81.6,4,97.81,0.3228
S1,491,97.22,0.916,79.65,75.56,1,53.81,4,71.67,0.5302
S1,234,99.45,0.902,72.54,85.71,1,76.27,3,85.04,0.7229
S1,294,99.61,0.852,96.41,70.05,0,60.06,3,74.76,0.6009
S1,500,98.92,0.845,61.86,93.04,1,93.97,4,73.22,0.694
S1,739,98.34,0.874,74.24,71.23,0,71.35,3,96.06,0.3708
S1,132,98.99,0.833,86.66,94.23,0,56.23,1,72.05,0.5757
S1,787,99.12,0.933,95.64,77.94,1,51.38,2,82.22,0.3232
S1,559,99.68,0.923,62.97,77.5,1,92.6,4,73.43,0.4975
S1,982,99.87,0.926,86.36,72.69,1,96.88,5,74.9,0.3924
S1,569,98.54,0.845,79.48,90.57,0,86.31,1,90.31,0.6053
S1,474,99.4,0.849,87.46,80.98,1,83.2,3,85.01,0.6514
S1,121,99.89,0.957,72.69,72.7,1,62.43,1,82.76,0.7912
S1,849,97.45,0.938,88.43,79.63,1,86.27,1,90.8,0.4127
S1,769,97.05,0.975,67.21,97.66,1,57.68,4,75.66,0.3368
S1,137,99.61,0.881,91.02,71.05,1,90.77,1,79.98,0.79
S1,329,97.59,0.909,89.97,90.07,1,71.86,1,99.49,0.7474
S1,464,97.13,0.948,97.87,85.03,1,93.73,3,72.48,0.6377
S1,662,97.48,0.995,66.93,87.93,1,67.15,1,94.34,0.5675
S1,537,98.15,0.998,88.88,81.75,1,50.57,2,96.34,0.5248
S1,875,97.66,1.0,72.91,84.45,1,90.6,2,96.95,0.4953
S1,382,97.92,0.978,71.27,92.78,1,94.07,1,77.98,0.7088
S1,126,99.93,0.928,76.06,84.5,1,50.94,3,96.75,0.7286
S1,325,99.11,0.801,71.41,81.29,1,62.83,3,79.09,0.4964
S1,376,99.14,0.94,69.93,78.27,0,65.87,4,78.75,0.5167
S1,897,97.28,0.848,90.74,83.52,1,79.91,2,91.93,0.3585
S1,708,99.2,0.811,87.98,87.27,0,61.81,5,88.9,0.3732
S1,383,99.22,0.939,64.37,81.23,1,96.3,5,82.89,0.6695
S1,978,98.98,0.951,82.41,97.03,1,98.17,2,84.9,0.3456
S1,580,97.69,0.932,73.24,99.88,1,79.27,2,84.72,0.5412
S1,552,98.27,0.873,98.84,76.12,1,99.29,3,81.32,0.6488
S1,928,99.54,0.902,77.0,89.33,0,58.53,2,84.51,0.258
S1,915,99.01,0.987,61.62,76.18,0,55.77,3,79.41,0.179
S1,758,99.2,0.946,73.27,86.23,1,70.29,3,76.73,0.421
S1,615,98.76,0.901,72.51,81.8,0,89.78,5,94.88,0.5735
S1,646,98.35,0.919,60.23,77.36,1,79.46,4,97.69,0.5489
S1,291,99.28,0.986,79.51,80.26,0,81.5,2,89.58,0.6968
S1,148,97.2,0.879,96.23,73.7,0,97.94,4,96.02,0.8738
S1,611,99.02,0.82,92.09,72.38,0,79.9,1,79.0,0.4542
S1,116,99.99,0.865,87.39,83.5,1,71.68,5,74.0,0.7384
S1,271,99.34,0.883,73.74,94.46,1,89.24,2,77.97,0.6708
S1,319,97.87,0.855,69.28,90.49,1,88.25,2,76.96,0.7008
S1,257,97.83,0.906,73.7,87.86,1,97.35,4,77.56,0.833
S1,576,99.0,0.861,64.92,82.62,1,80.71,1,74.15,0.4306
S1,145,99.69,0.821,63.98,84.06,0,50.74,3,89.41,0.582
S1,472,98.73,0.838,82.98,70.64,1,66.69,4,96.12,0.5309
S1,617,98.58,0.984,92.56,98.2,1,71.07,5,90.97,0.6309
S1,198,97.48,0.926,63.98,79.33,1,86.29,1,87.17,0.7771
S1,991,99.15,0.863,73.41,97.43,0,79.74,4,75.17,0.2453
S1,844,99.11,0.873,64.91,91.49,0,81.77,2,83.48,0.276
S1,136,99.9,0.899,72.42,86.85,1,63.25,4,81.41,0.6241
S1,379,97.9,0.935,93.21,83.36,1,91.46,5,76.02,0.7581
S1,448,99.27,0.916,61.39,79.69,1,66.0,5,77.04,0.4609
S1,596,98.3,0.987,85.89,89.15,0,85.79,5,83.75,0.5682
S1,401,98.68,0.925,62.39,99.11,1,63.11,4,89.06,0.5004
S1,280,99.45,0.982,77.06,94.13,0,81.63,5,73.08,0.5939
S1,706,97.67,0.801,78.96,81.73,1,75.42,3,80.92,0.4366
S1,198,98.03,0.978,76.06,84.47,1,56.45,5,85.72,0.7258
S1,799,99.32,0.944,85.5,84.05,0,65.21,1,86.37,0.2903
S1,215,98.71,0.834,98.95,77.79,1,77.07,2,78.65,0.6818
S1,290,97.28,0.853,70.69,95.42,0,71.95,4,88.79,0.6934
S1,352,98.29,0.909,84.39,90.79,1,70.19,4,79.04,0.6732
S1,260,98.76,0.825,74.2,87.93,1,86.19,5,70.59,0.6588
S1,355,99.73,0.957,99.98,83.0,1,85.83,4,92.76,0.7948
S1,422,97.57,0.958,98.04,77.17,0,99.65,4,82.64,0.6485
S1,227,99.42,0.86,63.74,89.19,1,56.12,1,99.34,0.6957
S1,117,97.39,0.814,98.94,77.1,1,62.42,4,74.14,0.7098
S1,892,97.73,0.998,89.53,70.26,1,64.42,2,82.26,0.2758
S1,834,97.73,0.85,99.69,72.0,1,65.46,4,87.46,0.364
S1,665,99.63,0.814,90.84,90.82,1,66.56,1,85.7,0.5001
S1,669,97.6,0.866,65.16,81.33,1,78.32,3,77.51,0.4216
S1,422,99.36,0.994,90.02,76.19,1,52.38,3,97.58,0.6426
S1,971,98.39,0.959,89.07,77.14,1,73.28,4,85.48,0.2948
S1,785,100.0,0.896,66.67,84.83,1,85.42,1,95.36,0.4903
S1,891,99.52,0.861,90.13,97.16,1,86.26,3,92.45,0.5262
S1,725,99.22,0.885,86.99,78.06,1,77.64,1,82.25,0.463
S1,387,99.61,0.803,99.78,89.66,1,96.05,3,90.17,0.806
S1,953,98.9,0.944,84.75,94.77,1,59.57,1,73.56,0.2634
S1,762,99.53,0.82,76.58,84.66,1,99.3,4,98.65,0.5214
S1,738,97.78,0.904,98.16,70.81,0,58.4,3,88.57,0.3042
S1,254,97.29,0.913,85.11,93.89,1,67.18,5,73.4,0.7248
S1,589,98.85,0.8,73.95,96.38,1,52.58,4,94.79,0.4078
S1,485,98.3,0.996,60.84,70.93,1,98.1,4,93.87,0.6414
S1,884,98.28,0.86,90.27,73.49,1,79.05,1,81.97,0.3983
S1,203,98.58,0.815,64.78,72.61,1,83.76,4,74.3,0.6574
S1,492,98.08,0.971,96.95,76.64,0,98.01,3,81.41,0.6173
S1,910,98.88,0.83,98.46,84.88,0,87.81,4,88.34,0.3618
S1,345,97.09,0.805,69.46,71.0,1,98.96,4,95.97,0.7439
S1,275,99.91,0.899,64.51,75.07,0,76.69,1,77.75,0.5956
S1,138,99.77,0.826,83.81,82.22,1,86.02,4,81.68,0.8529
S1,576,99.81,0.996,68.55,88.99,1,57.84,2,98.67,0.5665
S1,781,98.1,0.802,81.67,97.29,0,52.11,2,93.79,0.1926
S1,858,98.6,0.81,76.57,94.9,0,72.25,3,85.64,0.2908
S1,637,99.86,0.967,91.68,71.62,1,54.5,1,82.19,0.4199
S1,966,99.71,0.848,99.99,99.01,1,75.08,3,90.34,0.3695
S1,917,99.37,0.982,78.27,78.01,1,67.66,4,94.97,0.3687
S1,507,98.22,0.862,87.4,80.91,0,59.29,1,73.55,0.3823
S1,624,98.69,0.814,73.67,72.24,1,99.24,5,97.85,0.5978
S1,927,99.38,0.802,94.5,98.08,1,97.01,1,75.54,0.3114
S1,605,97.82,0.857,61.48,86.38,1,63.94,4,91.33,0.487
S1,924,98.88,0.895,79.74,85.49,1,71.39,2,74.16,0.2681
S1,135,99.48,0.8,67.07,70.46,1,83.43,4,73.22,0.7497
S1,784,99.12,0.916,67.07,70.1,1,76.36,2,75.36,0.302
S1,119,98.44,0.867,81.32,90.47,1,95.61,1,71.08,0.8096
S1,420,98.75,0.878,72.31,84.47,1,99.38,4,97.91,0.7963
S1,875,99.97,0.852,78.36,85.23,1,53.11,3,73.56,0.3187
S1,611,98.81,0.906,72.23,89.51,0,72.47,1,93.73,0.4599
S1,499,99.36,0.846,78.2,74.38,0,68.87,4,92.08,0.4793
S1,753,99.18,0.827,71.44,99.95,0,52.62,1,90.33,0.2754
S1,982,99.1,0.978,92.14,72.42,0,95.58,1,97.92,0.3999
S1,570,99.15,0.878,82.31,78.04,1,57.8,4,99.26,0.5038
S1,242,98.36,0.815,66.46,90.82,0,51.86,1,71.77,0.4926
S1,191,98.42,0.846,60.34,85.48,1,54.8,5,96.84,0.6225
S1,453,98.4,0.862,60.7,72.9,1,71.89,4,70.13,0.5523
S1,933,97.1,0.954,76.87,93.25,0,70.54,5,90.93,0.3347
S1,899,97.72,0.804,72.56,99.11,1,95.25,2,82.39,0.4412
S1,826,97.46,0.896,70.48,84.19,1,50.97,1,71.21,0.2601
S1,953,99.66,0.882,84.92,77.59,0,96.23,2,84.9,0.2783
S1,150,97.82,0.994,92.53,73.2,1,70.22,2,81.7,0.7317
S1,764,97.42,0.836,62.54,76.16,1,60.99,2,78.77,0.2995
S1,797,97.36,0.926,64.4,79.34,0,98.87,1,76.93,0.3486
S1,674,99.1,0.84,74.75,75.64,1,95.71,2,92.16,0.5748
S1,289,97.02,0.91,77.66,90.53,0,81.46,2,77.29,0.6272
S1,224,98.41,0.911,75.81,70.69,1,54.49,4,80.56,0.6188
S1,249,97.36,0.815,85.55,82.27,1,88.6,2,93.16,0.7678
S1,413,99.55,0.891,63.49,81.22,1,53.86,3,86.02,0.5112
S1,669,99.88,0.892,79.79,96.34,1,63.01,1,95.82,0.5302
S1,441,99.88,0.864,92.47,78.18,1,80.22,4,94.07,0.7306
S1,404,98.33,0.855,97.14,87.47,1,51.75,5,71.95,0.5056
S1,791,98.93,0.845,82.42,70.14,1,64.88,3,88.18,0.3789
S1,781,98.8,0.801,65.54,97.51,0,67.91,5,75.92,0.3104
S1,937,98.05,0.8,89.1,89.1,1,52.57,3,74.77,0.1631
S1,882,98.33,0.918,91.85,93.81,1,78.29,4,83.94,0.4456
S1,153,97.19,0.858,67.85,87.08,1,83.77,3,92.49,0.7971
S1,543,99.39,0.834,87.1,94.47,1,54.72,1,96.92,0.5383
S1,712,97.72,0.937,97.22,72.53,0,68.77,1,95.0,0.3704
S1,363,98.38,0.906,88.75,91.31,1,65.95,1,99.46,0.6653
S1,152,98.44,0.983,76.62,74.46,1,74.56,3,73.91,0.8121
S1,671,98.68,0.966,77.71,87.29,1,96.64,4,80.2,0.5048
S1,719,99.45,0.945,63.18,99.57,0,74.45,2,74.98,0.3493
S1,104,99.08,0.825,81.04,75.42,1,50.14,4,82.27,0.7024
S1,202,98.99,0.933,92.11,77.69,0,51.81,4,88.56,0.6135
S1,295,98.58,0.939,99.14,76.34,1,67.06,5,98.22,0.7818
S1,873,97.29,0.953,75.97,82.37,1,55.23,4,70.5,0.2884
S1,976,98.21,0.853,77.41,84.66,1,64.9,2,96.44,0.3331
S1,983,99.87,0.928,62.19,74.8,0,82.01,3,95.82,0.222
S1,449,99.99,0.924,91.0,70.83,1,62.93,3,86.04,0.6003
S1,146,99.19,0.877,88.67,80.25,0,55.74,2,79.15,0.6556
S1,966,97.68,0.933,76.12,81.46,0,85.06,3,78.61,0.3052
S1,922,97.31,0.817,88.37,81.49,0,95.86,1,95.57,0.3424
S1,919,98.24,0.929,84.92,89.95,0,95.53,3,82.72,0.3535
S1,755,99.57,0.921,90.76,83.46,1,82.64,1,90.3,0.5142
S1,368,99.17,0.842,72.57,73.24,0,59.25,2,99.47,0.5548
S1,469,99.65,0.964,86.03,97.97,0,93.66,2,90.48,0.6849
S1,735,98.85,0.975,85.02,91.02,1,88.09,4,79.83,0.5757
S1,205,97.39,0.842,63.62,76.39,1,91.94,3,96.25,0.756
S1,769,97.34,0.815,71.24,98.05,0,57.43,5,96.96,0.2696
S1,758,97.14,0.921,94.41,99.75,1,74.21,3,92.89,0.5732
S1,756,98.7,0.896,66.25,75.92,1,76.65,4,98.68,0.4107
S1,219,97.73,0.886,75.18,81.42,0,88.75,3,94.5,0.6805
S1,930,99.2,0.952,69.01,72.07,0,66.28,5,77.02,0.2507
S1,886,99.06,0.994,65.61,84.47,1,67.33,3,96.4,0.3547
S1,703,97.95,0.896,65.46,93.63,1,94.29,5,78.47,0.5343
S1,157,97.53,0.801,73.92,97.12,1,87.02,5,98.85,0.7935
S1,445,97.31,0.919,92.14,86.36,0,81.96,4,87.24,0.5672
S1,840,99.21,0.931,98.65,79.78,1,56.05,5,93.02,0.3819
S1,573,98.35,0.966,82.87,87.24,1,53.45,2,95.43,0.5429
S1,216,97.97,0.84,85.41,73.47,1,82.28,5,98.43,0.8545
S1,929,99.57,0.905,91.15,95.06,1,75.64,2,70.53,0.3708
S1,890,98.78,0.889,86.47,85.62,1,99.23,2,76.06,0.3784
S1,226,98.55,0.933,93.93,99.47,1,92.61,1,75.71,0.8113
S1,492,99.23,0.813,95.36,82.03,0,78.5,1,74.64,0.4342
S1,740,99.45,0.977,85.11,89.61,0,55.96,2,97.48,0.3264
S1,157,99.06,0.902,81.32,80.2,1,54.91,5,82.23,0.6774
S1,733,98.32,0.975,75.64,74.43,1,73.09,5,78.39,0.431
S1,612,98.14,0.868,78.46,92.64,1,57.47,5,70.76,0.4137
S1,850,99.31,0.931,73.82,90.17,1,84.26,1,83.68,0.372
S1,901,98.55,0.991,77.08,93.41,0,52.36,1,88.98,0.2192
S1,195,99.11,0.989,95.99,99.4,1,99.69,2,89.72,0.88
S1,737,99.67,0.989,98.89,99.8,0,97.29,5,82.7,0.5971
S1,217,99.75,0.809,74.46,97.87,1,80.2,3,96.09,0.8199
S1,659,97.83,0.881,68.82,96.85,1,59.9,2,90.66,0.5127
S1,700,97.56,0.812,63.13,79.05,1,64.11,4,71.04,0.4164
S1,587,97.78,0.862,93.48,84.05,1,64.72,2,82.88,0.4757
S1,336,99.25,0.835,94.83,71.4,0,59.32,1,92.19,0.4369
S1,984,98.11,0.924,78.02,90.53,1,55.5,2,99.51,0.2843
S1,996,97.52,0.956,81.7,86.38,1,83.15,5,71.33,0.3327
S1,371,97.3,0.903,89.59,91.21,1,87.39,1,76.18,0.7319
S1,288,97.98,0.959,75.03,90.42,0,62.22,1,72.3,0.5472
S1,803,97.41,0.803,68.06,78.16,0,87.92,3,80.32,0.3442
S1,546,97.47,0.964,64.59,83.83,0,58.25,5,97.28,0.4568
S1,680,99.05,0.836,69.41,73.15,1,61.65,5,85.34,0.4025
S1,889,97.06,0.892,85.81,72.54,1,89.22,4,97.91,0.4033
S1,960,97.35,0.889,73.91,83.8,0,98.89,3,75.55,0.3015
S1,346,99.53,0.975,94.71,86.67,1,88.89,3,96.19,0.8192
S1,175,99.53,0.993,63.5,79.56,0,59.87,4,73.11,0.6334
S1,253,97.99,0.851,76.65,71.85,1,64.9,2,87.85,0.6361
S1,755,97.26,0.813,70.28,89.85,0,81.98,4,79.53,0.3788
S1,534,99.11,0.93,95.51,90.32,1,97.74,4,95.48,0.6695
S1,185,98.08,0.901,92.25,79.62,0,99.73,5,78.47,0.738
S1,796,97.14,0.913,99.37,70.02,1,79.38,5,95.38,0.4312
S1,384,97.47,0.809,64.77,89.07,1,71.82,2,79.65,0.4869
S1,319,97.41,0.955,91.29,72.12,1,62.09,3,73.21,0.6161
S1,168,98.77,0.846,65.03,76.7,1,53.81,5,96.31,0.7132
S1,146,99.69,0.867,66.2,77.44,1,65.36,3,73.14,0.6505
S1,193,99.38,0.846,61.57,77.91,1,77.99,2,88.91,0.7708
S1,849,98.64,0.989,78.59,88.5,0,81.94,2,85.31,0.374
S1,552,98.27,0.834,65.04,72.38,1,66.54,5,93.11,0.4962
S1,303,98.86,0.946,73.93,89.36,1,97.98,1,90.78,0.8018
S1,317,98.33,0.849,71.05,84.54,1,54.72,4,89.87,0.6326
S1,573,97.74,0.885,99.05,80.46,1,85.47,3,82.43,0.5803
S1,531,99.04,0.999,86.33,88.13,0,68.85,4,89.71,0.482
S1,440,99.62,0.82,76.42,96.2,1,88.98,2,81.46,0.7341
S1,650,98.12,0.976,95.14,86.32,1,91.74,1,83.64,0.6133
S1,711,99.52,0.989,62.55,74.68,1,86.26,3,74.44,0.3536
S1,388,98.29,0.94,73.37,86.73,1,78.55,1,75.04,0.7044
S1,353,98.2,0.802,80.58,83.61,0,53.87,3,99.11,0.5305
S1,833,97.08,0.964,62.16,98.22,1,57.04,4,95.08,0.4002
S1,456,99.09,0.976,65.83,87.8,0,79.85,3,94.53,0.5592
S1,122,99.42,0.996,95.8,71.06,0,98.22,1,71.79,0.7696
S1,861,98.99,0.968,67.19,73.62,1,76.48,1,80.41,0.3678
S1,621,97.45,0.889,96.87,85.97,0,95.01,2,74.54,0.4454
S1,857,97.31,0.938,63.84,93.86,1,96.28,3,83.39,0.5125
S1,936,98.72,0.897,95.53,72.87,0,56.01,4,91.58,0.2727
S1,199,98.2,0.871,78.15,86.96,1,72.81,5,83.36,0.7545
S1,901,98.29,0.925,82.93,83.58,0,87.64,3,95.99,0.3903
S1,279,99.9,0.954,71.26,80.89,0,70.43,5,87.2,0.584
S1,322,99.17,0.927,70.93,72.46,1,64.68,5,81.46,0.6478
S1,861,98.24,0.965,79.69,96.39,1,95.7,2,78.65,0.541
S1,758,97.06,0.835,74.23,92.9,1,79.86,3,85.57,0.4365
S1,541,97.1,0.875,63.11,97.63,1,81.41,5,95.33,0.5638
S1,707,99.05,0.863,74.15,75.03,1,84.94,2,96.45,0.552
S1,868,99.51,0.839,70.19,87.17,1,98.64,2,71.74,0.3848
S1,424,99.12,0.889,93.99,70.58,1,80.77,5,80.22,0.64
S1,615,98.22,0.99,93.54,75.33,0,50.81,4,86.57,0.3955
S1,115,97.09,0.908,65.66,93.67,1,98.32,4,92.88,0.8772
S1,891,99.9,0.857,89.2,78.61,1,61.36,5,76.08,0.2683
S1,435,99.96,0.871,78.03,75.92,1,98.07,1,87.75,0.6027
S1,858,98.65,0.923,94.74,86.27,1,69.84,3,81.48,0.3955
S1,357,97.21,0.871,70.96,89.66,1,92.96,5,79.42,0.652
S1,596,98.62,0.908,63.52,88.31,0,70.05,3,88.93,0.4425
S1,995,99.68,0.855,92.02,72.97,1,81.5,1,72.93,0.2029
S1,259,99.04,0.869,94.73,97.91,1,70.09,4,75.28,0.698
S1,574,99.16,0.941,93.62,75.32,1,86.94,2,78.86,0.5173
S1,951,97.25,0.917,73.17,97.76,1,90.27,5,80.51,0.3678
S1,763,97.32,0.819,61.23,84.51,0,92.43,4,80.12,0.3705
S1,789,97.38,0.995,65.58,73.09,0,61.14,3,97.09,0.3427
S1,774,99.71,0.81,96.77,74.46,1,91.53,2,86.44,0.4425
S1,479,98.58,0.817,74.56,82.92,1,70.2,3,90.07,0.5685
S1,644,99.37,0.94,95.21,99.94,1,80.35,2,99.25,0.6363
S1,790,97.35,0.942,99.23,96.58,0,53.12,3,93.01,0.3766
S1,526,99.78,0.804,75.83,99.41,0,79.98,2,80.89,0.4644
S1,712,99.46,0.929,91.06,83.64,0,91.23,3,81.98,0.3537
S1,367,97.67,0.807,66.76,90.39,1,64.15,2,81.72,0.5387
S1,934,99.62,0.992,75.35,85.58,0,73.08,5,80.97,0.3517
S1,676,97.79,0.939,88.21,70.89,0,91.07,2,84.65,0.5734
S1,516,97.62,0.837,68.28,74.26,1,65.01,2,72.83,0.4387
S1,267,97.79,0.832,72.79,78.56,0,95.96,5,76.96,0.6601
S1,941,99.73,0.914,82.55,79.39,1,57.72,5,83.49,0.3442
S1,142,99.75,0.927,87.65,90.85,0,73.78,5,90.82,0.8208
S1,655,97.99,0.966,74.28,91.62,1,81.7,3,76.25,0.4624
S1,384,99.12,0.981,75.07,83.52,1,73.57,2,77.04,0.6632
S1,496,99.03,0.879,64.39,81.37,1,70.63,4,81.51,0.6133
S1,111,99.42,0.969,99.36,75.31,0,81.84,5,86.52,0.7279
S1,706,97.89,0.908,84.49,71.23,0,94.41,3,93.24,0.5443
S1,401,98.53,0.894,81.21,87.56,0,83.13,3,88.58,0.651
S1,997,99.0,0.94,68.45,80.44,1,81.21,2,71.83,0.2598
S1,352,97.08,0.821,79.52,84.3,1,87.26,5,72.99,0.6221
S1,598,98.13,0.853,77.89,97.03,1,70.2,2,78.33,0.523
S1,853,99.09,0.963,70.34,90.03,1,50.87,1,82.2,0.3332
S1,134,97.76,0.901,77.85,93.36,1,96.95,5,86.36,0.9127
S1,826,99.87,0.982,68.14,75.4,1,65.31,4,84.62,0.338
S1,948,97.09,0.818,88.41,70.05,1,88.41,3,73.97,0.3386
S1,189,99.87,0.863,96.35,74.06,1,79.47,3,78.38,0.7434
S1,875,97.65,0.871,60.1,93.04,1,84.71,5,96.42,0.4851
S1,704,97.15,0.885,82.25,83.31,1,90.89,1,87.99,0.5523
S1,701,97.88,0.997,89.29,76.42,1,74.63,4,95.92,0.53
S1,517,99.36,0.862,96.29,98.86,1,51.7,3,82.09,0.4731
S1,214,99.26,0.904,74.34,84.6,1,98.16,2,87.93,0.8577
S1,716,97.63,0.907,96.29,81.07,0,90.14,2,71.33,0.4255
S1,295,97.59,0.954,93.02,99.31,1,82.12,2,83.41,0.7885
S1,925,98.93,0.904,81.01,74.01,1,94.44,3,96.45,0.3948
S1,600,98.37,0.921,70.28,87.99,1,96.19,2,75.86,0.6021
S1,725,99.38,0.951,86.11,92.47,1,93.86,3,75.6,0.6062
S1,592,97.07,0.82,70.42,98.22,1,57.12,5,94.78,0.4941
S1,174,98.83,0.993,73.95,95.02,0,86.44,2,84.44,0.7328
S1,512,99.19,0.969,78.68,78.68,1,65.95,2,72.81,0.499
S1,475,99.98,0.878,79.92,77.81,0,52.12,3,92.79,0.4957
S1,519,99.04,0.946,67.57,72.93,1,63.94,3,84.01,0.4382
S1,828,97.7,0.952,87.75,75.02,1,82.73,3,93.61,0.4832
S1,376,97.32,0.97,99.68,91.9,0,95.64,4,80.51,0.75
S1,860,98.92,0.838,69.75,78.68,1,84.54,5,97.39,0.3413
S1,775,98.57,0.941,82.18,83.26,1,79.08,2,92.78,0.5063
S1,493,99.7,0.807,78.19,90.71,1,66.69,3,84.29,0.6006
S1,968,99.18,0.823,72.31,89.95,1,61.08,3,99.16,0.2212
S1,556,98.53,0.955,76.79,93.79,1,77.58,3,83.82,0.5607
S1,291,98.21,0.963,89.31,71.75,0,74.19,2,95.67,0.5899
S1,838,98.21,0.918,76.59,87.16,1,84.26,3,78.5,0.43
S1,788,97.68,0.916,80.27,96.77,1,76.88,4,94.7,0.4727
S1,198,97.05,0.95,79.09,81.19,1,70.79,4,88.3,0.7528
S1,647,98.72,0.981,82.21,75.74,1,92.37,3,88.85,0.5618
S1,195,97.64,0.884,71.65,72.06,1,89.76,5,80.21,0.7543
S1,763,97.62,0.823,80.39,98.19,1,90.67,4,84.95,0.4895
S1,762,97.38,0.968,65.39,70.11,1,54.56,2,79.74,0.2872
S1,289,97.57,0.868,89.66,93.76,1,57.46,1,84.57,0.693
S1,835,97.1,0.827,64.44,77.93,1,60.02,1,83.37,0.3511
S1,136,99.02,0.923,91.4,77.27,0,95.5,4,99.07,0.8573
S1,879,98.2,0.916,93.02,74.73,1,68.09,5,72.41,0.3652
S1,468,98.68,0.895,60.76,75.81,1,82.75,4,95.88,0.7031
S1,794,98.91,0.972,93.23,85.42,1,52.12,2,72.85,0.3365
S1,624,99.92,0.854,85.93,96.26,1,86.66,5,83.43,0.4786
S1,378,97.2,0.803,63.88,81.03,1,88.15,2,75.59,0.5878
S1,316,98.25,0.865,99.92,92.37,1,87.28,3,90.55,0.7392
S1,966,97.74,0.802,84.62,77.4,1,52.17,3,88.6,0.0941
S1,972,98.43,0.909,76.03,97.12,1,54.91,3,77.25,0.2101
S1,897,99.76,0.876,95.41,97.42,0,87.13,3,83.44,0.2805
S1,372,99.17,0.963,61.66,73.25,0,81.34,3,81.42,0.5706
S1,980,98.99,0.96,88.69,95.16,1,68.2,5,81.72,0.3778
S1,161,98.32,0.887,65.75,91.06,0,77.72,2,72.43,0.6129
S1,695,99.01,0.843,82.1,81.82,0,50.18,5,76.67,0.2588
S1,979,97.1,0.884,63.84,95.04,0,71.56,4,79.04,0.24
S1,828,98.76,0.928,87.17,97.1,1,58.35,5,80.2,0.3216
S1,441,98.66,0.838,78.6,84.89,1,98.3,3,79.68,0.6503
S1,496,98.04,0.955,60.27,85.26,0,65.85,3,97.51,0.5339
S1,798,97.6,0.866,62.86,91.13,0,89.85,1,70.11,0.3366
S1,118,99.42,0.986,88.12,77.33,0,56.36,5,78.15,0.6366
S1,276,97.16,0.902,75.98,72.3,0,59.0,2,82.8,0.483
S1,711,97.21,0.969,86.89,85.86,0,84.9,1,87.62,0.5001
S1,495,98.32,0.923,75.59,79.61,0,88.65,5,99.9,0.6113
S1,544,97.76,0.911,74.47,73.69,1,94.94,2,82.41,0.5827
S1,332,99.24,0.936,94.2,74.2,1,84.72,1,72.25,0.6901
S1,175,98.9,0.962,94.19,76.39,0,85.38,1,81.23,0.7737
S1,364,99.32,0.929,96.79,80.13,0,61.63,1,93.16,0.5768
S1,554,97.97,0.959,92.92,83.11,1,97.3,5,93.72,0.6473
S1,895,99.22,0.838,65.1,98.7,1,85.64,1,94.98,0.4397
S1,817,99.59,0.856,62.66,84.56,1,58.87,3,85.59,0.2985
S1,834,98.04,0.846,62.34,97.4,1,82.45,5,86.99,0.3782
S1,483,98.02,0.96,99.21,86.39,1,90.48,1,78.31,0.7153
S1,663,99.7,0.817,80.05,74.74,0,73.16,4,81.02,0.3338
S1,950,97.15,0.959,64.61,95.29,1,66.88,2,81.46,0.4401
S1,605,98.05,0.878,81.77,70.49,1,92.98,2,86.19,0.5765
S1,466,97.36,0.816,88.41,86.91,0,92.74,1,95.44,0.5303
S1,243,97.09,0.885,63.78,80.25,1,89.26,4,71.64,0.7215
S1,984,97.34,0.86,73.86,83.15,1,60.25,2,97.74,0.2895
S1,168,98.29,0.918,67.51,93.92,1,78.0,4,96.27,0.7477
S1,198,99.06,0.895,99.02,70.16,1,72.0,3,85.92,0.6594
S1,495,97.87,0.859,72.73,75.47,1,84.88,5,90.19,0.5631
